"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 02 20:35:41 GMT 2024","Tue Apr 02 20:35:41 GMT 2024","42","","","","Task30Tests","CreateUser_AllFieldsPopulated_Valid","Test Create New User - All Fields Popolated",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","22","","","","Task60Tests","DeleteUser_RequiredFieldSexMissing_Invalid","Test Delete User - Sex is Not Specified",""
"passed","Tue Apr 02 20:35:41 GMT 2024","Tue Apr 02 20:35:41 GMT 2024","9","","","","Task30Tests","CreateUser_RequiredFieldsOnlyPopulated_Valid","Test Create New User - Required Fields Only Popolated",""
"passed","Tue Apr 02 20:35:40 GMT 2024","Tue Apr 02 20:35:40 GMT 2024","42","","","","Task20Tests","ExpandZipCodes_NoDuplicatesCreated_InputAlreadyExists_Valid","Test Add New ZIP Codes - No Duplicates Are Created for Not Used ZIP Codes",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","14","","","","HttpClientTask20Tests","ExpandZipCodesAsync_NoDuplicatesCreated_InputAlreadyExists_Valid","Test Add New ZIP Codes - No Duplicates Are Created for Not Used ZIP Codes",""
"passed","Tue Apr 02 20:35:40 GMT 2024","Tue Apr 02 20:35:40 GMT 2024","120","","","","Task20Tests","ExpandZipCodes_NoDuplicatesCreatedForUsedZipCodes_Valid","Test Add New ZIP Codes - No Duplicates Are Created for Used ZIP Codes",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","9","","","","HttpClientTask20Tests","ExpandZipCodesAsync_NoDuplicatesCreatedForUsedZipCodes_Valid","Test Add New ZIP Codes - No Duplicates Are Created for Used ZIP Codes",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","13","","","","HttpClientTask30Tests","CreateUserAsync_AllFieldsPopulated_Valid","Test Create New User - All Fields Popolated",""
"passed","Tue Apr 02 20:35:41 GMT 2024","Tue Apr 02 20:35:44 GMT 2024","3054","","","","Task40Tests","GetUsers_FilteredByOlderThan_Valid","Test Get Users - Filtered by 'olderThan'",""
"passed","Tue Apr 02 20:35:41 GMT 2024","Tue Apr 02 20:35:41 GMT 2024","23","","","","Task30Tests","CreateUser_NotExistingZipCode_Invalid","Test Create New User - Unavailable ZIP Code",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","5","","","","HttpClientTask20Tests","GetZipCodesAsync_AvailableZipCodesReturned_Valid","Test Get Available ZIP Codes",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","14","","","","Task60Tests","DeleteUser_RequiredFieldNameMissing_Invalid","Test Delete User - Name is Not Specified",""
"passed","Tue Apr 02 20:35:41 GMT 2024","Tue Apr 02 20:35:41 GMT 2024","19","","","","Task30Tests","CreateUser_UserAlreadyExists_Invalid","Test Create New User - User with specified Name/Sex already exists",""
"passed","Tue Apr 02 20:35:57 GMT 2024","Tue Apr 02 20:35:58 GMT 2024","1021","","","","Task50Tests","UpdateUser_WithPut_NameMissed_Invalid","Test Update User with PUT - Name is Missing",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","15","","","","Task60Tests","DeleteUser_UserDeleted_Valid","Test Delete User",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","6","","","","HttpClientTask30Tests","CreateUserAsync_NotExistingZipCode_Invalid","Test Create New User - Unavailable ZIP Code",""
"passed","Tue Apr 02 20:35:40 GMT 2024","Tue Apr 02 20:35:40 GMT 2024","336","","","","Task20Tests","ExpandZipCodes_NewZipCodesAdded_Valid","Test Add New ZIP Codes",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","38","","","","Task70Tests","UploadUsers_IncorrectZipCode_Invalid","Test Upload Users From JSON File - One User with Unavailable ZIP Code",""
"passed","Tue Apr 02 20:35:50 GMT 2024","Tue Apr 02 20:35:53 GMT 2024","3024","","","","Task40Tests","GetUsers_Valid","Test Get Users - Unfiltered",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","7","","","","HttpClientTask30Tests","CreateUserAsync_UserAlreadyExists_Invalid","Test Create New User - User with specified Name/Sex already exists",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","9","","","","Task70Tests","UploadUsers_Valid","Test Upload Users From JSON File",""
"passed","Tue Apr 02 20:36:00 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","1021","","","","Task50Tests","UpdateUser_WithPut_UpdateAge_Valid","Test Update User with PUT - Updating Age",""
"passed","Tue Apr 02 20:35:58 GMT 2024","Tue Apr 02 20:35:59 GMT 2024","1021","","","","Task50Tests","UpdateUser_WithPut_SexMissed_Invalid","Test Update User with PUT - Sex is Missing",""
"passed","Tue Apr 02 20:36:01 GMT 2024","Tue Apr 02 20:36:01 GMT 2024","4","","","","HttpClientTask30Tests","CreateUserAsync_RequiredFieldsOnlyPopulated_Valid","Test Create New User - Required Fields Only Popolated",""
"passed","Tue Apr 02 20:35:55 GMT 2024","Tue Apr 02 20:35:56 GMT 2024","1016","","","","Task50Tests","UpdateUser_WithPatch_UnavailableZipCode_InValid","Test Update User with PATCH - New ZIP Code is Unavailable",""
